Event_Date,Channel,Campaign,Browser_type,Engagement_Phase,Users,Sessions,Costs,Influenced_Conversions,Attributed_Initializer_Conversions,Attributed_Holder_Conversions,Attributed_Closer_Conversions,Attributed_IHC_Conversions,Attributed_IHC_Revenue
01-04-20,Influencers,Campaign_0532,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Influencers,Campaign_0545,Browser,New Customer Engagement,1,1,,1,0,0.33,0,0.111,13.884
01-04-20,Influencers,Campaign_0545,Browser (mobile),New Customer Engagement,2,2,,1,0,0.5,1,0.5,
01-04-20,Influencers,Campaign_0597,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
01-04-20,Influencers,Campaign_0863,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Referral,Campaign_0001,Browser,New Customer Engagement,236,249,,50,5.36,11.65,10.27,9.095,
01-04-20,Referral,Campaign_0001,Browser,Return Customer Engagement,23,27,,37,6.9,8.43,8.77,8.034,605.191
01-04-20,Referral,Campaign_0001,Browser (mobile),New Customer Engagement,349,394,,41,4.98,6.93,8.39,6.764,193.258
01-04-20,Referral,Campaign_0001,Browser (mobile),Return Customer Engagement,24,28,,68,2.89,6.37,4.04,4.431,146.45
01-04-20,Referral,Campaign_0012,Browser,New Customer Engagement,3,3,,0,,,,,
01-04-20,Referral,Campaign_0012,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
01-04-20,Referral,Campaign_0131,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Referral,Campaign_0199,Browser,New Customer Engagement,1,2,,0,,,,,
01-04-20,Referral,Campaign_0207,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
01-04-20,Referral,Campaign_0627,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,1,0.333,16.567
01-04-20,Referral,Campaign_0636,Browser,New Customer Engagement,2,2,,0,,,,,
01-04-20,Referral,Campaign_0636,Browser (mobile),New Customer Engagement,22,35,,10,1.1,3.13,4.97,3.066,
01-04-20,Referral,Campaign_0636,Browser (mobile),Return Customer Engagement,6,20,,9,2,1.57,2.83,2.134,70.831
01-04-20,Referral,Campaign_0744,Browser (mobile),Return Customer Engagement,1,1,,2,0,0.43,0,0.144,3.193
01-04-20,Referral,Campaign_0870,Browser,Return Customer Engagement,1,1,,1,0.37,0,0,0.125,8.923
01-04-20,Referral,Campaign_0895,Browser,New Customer Engagement,1,1,,8,0,0,0,0,0
01-04-20,Referral,Campaign_0934,Browser,Return Customer Engagement,1,1,,1,0,0.11,0,0.037,1.302
01-04-20,Referral,Campaign_0972,Browser,New Customer Engagement,1,1,,1,0,0.12,0,0.039,0.395
01-04-20,Referral,Campaign_0972,Browser,Return Customer Engagement,1,1,,1,0.14,0,0,0.046,2.722
01-04-20,Referral,Campaign_0972,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
01-04-20,SEA - Brand,Campaign_0001,Browser,New Customer Engagement,1261,1361,664.73,556,97.58,100.11,87.85,95.181,
01-04-20,SEA - Brand,Campaign_0001,Browser,Return Customer Engagement,228,254,152.54,413,88.62,89.14,75.98,84.583,7847.584
01-04-20,SEA - Brand,Campaign_0001,Browser (mobile),New Customer Engagement,3025,3363,1757.09,942,210.05,201.88,181.33,197.756,3970.932
01-04-20,SEA - Brand,Campaign_0001,Browser (mobile),Return Customer Engagement,536,630,540.04,1119,173.18,161.38,120.38,151.645,8410.228
01-04-20,SEA - Brand,Campaign_0013,Browser (mobile),New Customer Engagement,1,1,0.36,1,0,0,0.27,0.089,1.527
01-04-20,SEA - Brand,Campaign_0050,Browser,New Customer Engagement,15,15,5.36,1,1,1,1,1,
01-04-20,SEA - Brand,Campaign_0050,Browser,Return Customer Engagement,5,5,1.79,5,1.88,2.48,3.41,2.59,60.414
01-04-20,SEA - Brand,Campaign_0050,Browser (mobile),New Customer Engagement,8,8,2.86,2,0,0.51,0.5,0.336,
01-04-20,SEA - Brand,Campaign_0050,Browser (mobile),Return Customer Engagement,4,4,3.57,10,0.35,1.74,0,0.695,40.266
01-04-20,SEA - Brand,Campaign_0140,Browser,New Customer Engagement,41,45,17.49,13,4.38,4.39,3.09,3.955,
01-04-20,SEA - Brand,Campaign_0140,Browser,Return Customer Engagement,9,10,5,13,4.34,2.94,3.48,3.586,235.014
01-04-20,SEA - Brand,Campaign_0140,Browser (mobile),New Customer Engagement,15,16,23.92,56,0.44,0.28,0.5,0.406,
01-04-20,SEA - Brand,Campaign_0140,Browser (mobile),Return Customer Engagement,2,2,1.07,3,0.79,0.33,0,0.373,8.527
01-04-20,SEA - Brand,Campaign_0158,Browser,New Customer Engagement,7,7,2.5,2,0.03,0.18,0,0.069,
01-04-20,SEA - Brand,Campaign_0158,Browser (mobile),Return Customer Engagement,1,1,0.36,1,0,0.03,0.28,0.105,5.535
01-04-20,SEA - Brand,Campaign_0185,Browser,New Customer Engagement,4,5,1.79,0,,,,,
01-04-20,SEA - Brand,Campaign_0185,Browser,Return Customer Engagement,1,1,0.71,2,0,0,1.5,0.5,22.914
01-04-20,SEA - Brand,Campaign_0185,Browser (mobile),New Customer Engagement,1,1,0.36,0,,,,,
01-04-20,SEA - Brand,Campaign_0200,Browser,New Customer Engagement,1,1,0.36,0,,,,,
01-04-20,SEA - Brand,Campaign_0200,Browser,Return Customer Engagement,1,1,0.71,2,0,1.13,0,0.375,17.194
01-04-20,SEA - Brand,Campaign_0344,Browser,New Customer Engagement,8,8,2.86,5,1.83,0.94,1,1.256,
01-04-20,SEA - Brand,Campaign_0344,Browser,Return Customer Engagement,4,4,2.5,7,3.34,3.01,2.72,3.023,387.941
01-04-20,SEA - Brand,Campaign_0344,Browser (mobile),New Customer Engagement,10,11,3.93,1,0.7,0.5,0,0.399,
01-04-20,SEA - Brand,Campaign_0344,Browser (mobile),Return Customer Engagement,3,3,1.07,3,0.95,0.22,0.16,0.445,21.085
01-04-20,SEA - Brand,Campaign_0394,Browser,New Customer Engagement,3,3,1.07,0,,,,,
01-04-20,SEA - Brand,Campaign_0394,Browser,Return Customer Engagement,2,2,0.71,2,0.68,0.5,0,0.395,4.625
01-04-20,SEA - Brand,Campaign_0399,Browser,New Customer Engagement,2,2,0.71,0,,,,,
01-04-20,SEA - Brand,Campaign_0399,Browser (mobile),New Customer Engagement,1,1,0.36,0,,,,,
01-04-20,SEA - Brand,Campaign_0399,Browser (mobile),Return Customer Engagement,1,1,0.36,1,0.03,0.49,0,0.174,13.164
01-04-20,SEA - Brand,Campaign_0442,Browser,New Customer Engagement,9,9,3.21,0,,,,,
01-04-20,SEA - Brand,Campaign_0442,Browser (mobile),New Customer Engagement,1,1,0.36,0,,,,,
01-04-20,SEA - Brand,Campaign_0510,Browser (mobile),New Customer Engagement,1,1,2.14,6,0,0.32,0.11,0.143,2.758
01-04-20,SEA - Brand,Campaign_0516,Browser,New Customer Engagement,1,1,0.36,0,,,,,
01-04-20,SEA - Brand,Campaign_0516,Browser (mobile),New Customer Engagement,1,1,0.36,0,,,,,
01-04-20,SEA - Brand,Campaign_0525,Browser,New Customer Engagement,1,1,0.14,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0001,Browser,New Customer Engagement,324,338,500.67,48,10.22,7.7,4.33,7.415,
01-04-20,SEA - Non-Brand,Campaign_0001,Browser,Return Customer Engagement,15,19,62.94,23,3.08,3.67,1.92,2.89,183.675
01-04-20,SEA - Non-Brand,Campaign_0001,Browser (mobile),New Customer Engagement,1781,1869,2726.99,253,56.34,36.23,25.29,39.286,
01-04-20,SEA - Non-Brand,Campaign_0001,Browser (mobile),Return Customer Engagement,52,56,210.8,130,11.74,12.71,4.18,9.544,436.243
01-04-20,SEA - Non-Brand,Campaign_0163,Browser,New Customer Engagement,8,10,14.13,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0163,Browser,Return Customer Engagement,1,1,1.41,1,0.32,0.17,0,0.163,1.084
01-04-20,SEA - Non-Brand,Campaign_0163,Browser (mobile),New Customer Engagement,1,1,1.41,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0186,Browser,New Customer Engagement,2,2,2.83,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0186,Browser (mobile),New Customer Engagement,2,2,2.83,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0206,Browser,New Customer Engagement,3,3,4.24,1,0,0.5,0.5,0.333,
01-04-20,SEA - Non-Brand,Campaign_0356,Browser,New Customer Engagement,39,39,55.11,1,1,0.5,0,0.5,
01-04-20,SEA - Non-Brand,Campaign_0356,Browser,Return Customer Engagement,1,1,1.41,1,0,0,0,0,0
01-04-20,SEA - Non-Brand,Campaign_0356,Browser (mobile),New Customer Engagement,25,26,39.56,3,0.16,0,0,0.052,
01-04-20,SEA - Non-Brand,Campaign_0370,Browser,New Customer Engagement,4,4,5.65,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0370,Browser (mobile),New Customer Engagement,2,2,2.83,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0402,Browser,New Customer Engagement,3,3,4.24,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0402,Browser (mobile),New Customer Engagement,2,2,2.83,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0416,Browser,New Customer Engagement,2,2,2.83,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0416,Browser (mobile),New Customer Engagement,2,2,2.83,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0420,Browser,New Customer Engagement,1,1,1.41,1,0,0.5,1,0.5,23.11
01-04-20,SEA - Non-Brand,Campaign_0420,Browser (mobile),New Customer Engagement,1,1,1.41,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0454,Browser,New Customer Engagement,1,1,1.41,0,,,,,
01-04-20,SEA - Non-Brand,Campaign_0485,Browser,New Customer Engagement,2,2,2.83,0,,,,,
01-04-20,SEO,Campaign_0001,Browser,New Customer Engagement,2973,3141,,546,68.33,66.87,82.9,72.703,
01-04-20,SEO,Campaign_0001,Browser,Return Customer Engagement,192,221,,444,55.74,56.79,45.66,52.73,9925.984
01-04-20,SEO,Campaign_0001,Browser (mobile),New Customer Engagement,7347,8064,,913,116.61,112.49,83.76,104.288,
01-04-20,SEO,Campaign_0001,Browser (mobile),Return Customer Engagement,399,472,,824,86.97,103.72,60.49,83.727,6663.005
01-04-20,Shopping - Brand,Campaign_0001,Browser,New Customer Engagement,215,231,201.22,40,7.28,7.91,5.88,7.02,
01-04-20,Shopping - Brand,Campaign_0001,Browser,Return Customer Engagement,13,14,19.57,22,2.96,3.26,3.76,3.327,88.308
01-04-20,Shopping - Brand,Campaign_0001,Browser (mobile),New Customer Engagement,705,824,874.23,159,24.2,26.88,12.63,21.24,
01-04-20,Shopping - Brand,Campaign_0001,Browser (mobile),Return Customer Engagement,70,78,134.8,128,17.21,21.31,13.1,17.207,1278.642
01-04-20,Shopping - Brand,Campaign_0013,Browser (mobile),New Customer Engagement,9,9,7.66,0,,,,,
01-04-20,Shopping - Brand,Campaign_0039,Browser,New Customer Engagement,26,28,18.93,9,2.68,3.77,3.67,3.373,194.973
01-04-20,Shopping - Brand,Campaign_0039,Browser,Return Customer Engagement,1,1,0.74,1,0,0.09,0,0.029,2.316
01-04-20,Shopping - Brand,Campaign_0039,Browser (mobile),New Customer Engagement,62,75,61.42,10,3.41,1.79,1.5,2.234,18.767
01-04-20,Shopping - Brand,Campaign_0039,Browser (mobile),Return Customer Engagement,6,7,8.94,11,0.17,1.5,0.5,0.725,64.377
01-04-20,Shopping - Brand,Campaign_0043,Browser,New Customer Engagement,143,167,206.99,195,12.54,11.84,13.42,12.599,
01-04-20,Shopping - Brand,Campaign_0043,Browser,Return Customer Engagement,12,19,39.91,36,2.27,3.37,2.16,2.598,66.153
01-04-20,Shopping - Brand,Campaign_0043,Browser (mobile),New Customer Engagement,445,583,595.01,205,8.76,14.53,9.81,11.035,
01-04-20,Shopping - Brand,Campaign_0043,Browser (mobile),Return Customer Engagement,34,41,52.49,56,6.01,10.21,5.88,7.367,728.038
01-04-20,Shopping - Brand,Campaign_0201,Browser,New Customer Engagement,1,1,0.85,0,,,,,
01-04-20,Shopping - Brand,Campaign_0201,Browser (mobile),New Customer Engagement,2,3,2.55,0,,,,,
01-04-20,Shopping - Brand,Campaign_0209,Browser,New Customer Engagement,2,4,3.4,0,,,,,
01-04-20,Shopping - Brand,Campaign_0209,Browser,Return Customer Engagement,1,1,0.85,1,0.57,0.33,0,0.302,7.785
01-04-20,Shopping - Brand,Campaign_0209,Browser (mobile),New Customer Engagement,3,3,2.55,1,0.01,0.67,1,0.558,14.396
01-04-20,Shopping - Non Brand,Campaign_0001,Browser,New Customer Engagement,280,291,333.37,44,11.19,10.34,11.47,10.997,
01-04-20,Shopping - Non Brand,Campaign_0001,Browser,Return Customer Engagement,5,6,13.2,10,1,1.47,1,1.157,92.094
01-04-20,Shopping - Non Brand,Campaign_0001,Browser (mobile),New Customer Engagement,1431,1597,1823.73,149,45.69,34.16,30.69,36.848,
01-04-20,Shopping - Non Brand,Campaign_0001,Browser (mobile),Return Customer Engagement,35,38,66.66,58,6.46,5.78,1.62,4.622,93.6
01-04-20,Shopping - Non Brand,Campaign_0075,Browser,New Customer Engagement,124,136,126.4,15,5.75,3.88,2.71,4.114,
01-04-20,Shopping - Non Brand,Campaign_0075,Browser,Return Customer Engagement,7,8,16.78,14,0.07,2.09,0.49,0.885,23.209
01-04-20,Shopping - Non Brand,Campaign_0075,Browser (mobile),New Customer Engagement,702,799,791.24,174,28.24,21.34,16.51,22.03,
01-04-20,Shopping - Non Brand,Campaign_0075,Browser (mobile),Return Customer Engagement,31,36,198.02,163,10.25,7.32,5.42,7.66,767.332
01-04-20,Shopping - Non Brand,Campaign_0110,Browser,New Customer Engagement,23,27,31.78,4,2.15,1.85,0.5,1.5,
01-04-20,Shopping - Non Brand,Campaign_0110,Browser,Return Customer Engagement,1,1,0.95,1,0.5,0.5,1,0.666,15.113
01-04-20,Shopping - Non Brand,Campaign_0110,Browser (mobile),New Customer Engagement,81,101,134.81,22,2.09,4.72,3.71,3.508,
01-04-20,Shopping - Non Brand,Campaign_0110,Browser (mobile),Return Customer Engagement,8,9,24.56,15,3.02,2.4,0.99,2.138,111.418
01-04-20,Shopping - Non Brand,Campaign_0361,Browser (mobile),New Customer Engagement,72,72,88.93,8,3.73,2.49,1.28,2.502,
01-04-20,Shopping - Non Brand,Campaign_0361,Browser (mobile),Return Customer Engagement,3,3,3.8,3,0,1.03,0,0.344,28.939
01-04-20,Shopping - Non Brand,Campaign_0374,Browser,New Customer Engagement,9,9,8.62,1,0,0,1,0.333,
01-04-20,Shopping - Non Brand,Campaign_0374,Browser (mobile),New Customer Engagement,33,34,26.69,4,0.3,0.19,0.4,0.295,
01-04-20,Shopping - Non Brand,Campaign_0374,Browser (mobile),Return Customer Engagement,1,1,0.75,1,0.33,0,0,0.11,2.652
01-04-20,Social Organic,Campaign_0001,Browser,New Customer Engagement,171,183,,16,7.47,2.25,1,3.573,
01-04-20,Social Organic,Campaign_0001,Browser,Return Customer Engagement,7,8,,8,0.79,2,0.85,1.213,58.905
01-04-20,Social Organic,Campaign_0001,Browser (mobile),New Customer Engagement,522,549,,69,12.52,15.5,9.08,12.366,
01-04-20,Social Organic,Campaign_0001,Browser (mobile),Return Customer Engagement,15,18,,22,2.51,2.71,0.45,1.891,101.409
01-04-20,Social Organic,Campaign_0002,Browser (mobile),New Customer Engagement,16,20,,1,0,0.09,0.24,0.111,
01-04-20,Social Organic,Campaign_0002,Browser (mobile),Return Customer Engagement,2,3,,2,0,0.39,0,0.129,6.895
01-04-20,Social Organic,Campaign_0003,Browser,New Customer Engagement,16,16,,0,,,,,
01-04-20,Social Organic,Campaign_0003,Browser (mobile),New Customer Engagement,41,41,,1,0,0,0,0,
01-04-20,Social Organic,Campaign_0029,Browser (mobile),New Customer Engagement,67,76,,21,9.38,3.94,2.65,5.323,
01-04-20,Social Organic,Campaign_0029,Browser (mobile),Return Customer Engagement,9,13,,14,0.74,0.88,1.31,0.975,130.909
01-04-20,Social Organic,Campaign_0030,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0040,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0043,Browser,New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0078,Browser,New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0078,Browser (mobile),New Customer Engagement,40,51,,6,2.35,1.59,1.24,1.727,
01-04-20,Social Organic,Campaign_0078,Browser (mobile),Return Customer Engagement,3,3,,6,0.24,1.25,0.48,0.66,5.448
01-04-20,Social Organic,Campaign_0090,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
01-04-20,Social Organic,Campaign_0103,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
01-04-20,Social Organic,Campaign_0103,Browser (mobile),Return Customer Engagement,1,3,,3,0,0.57,0,0.191,19.491
01-04-20,Social Organic,Campaign_0115,Browser (mobile),Return Customer Engagement,1,1,,1,1,0,0,0.333,2.753
01-04-20,Social Organic,Campaign_0133,Browser (mobile),New Customer Engagement,1,1,,1,0,0,0.5,0.167,1.376
01-04-20,Social Organic,Campaign_0141,Browser (mobile),Return Customer Engagement,1,1,,1,0,0.5,0,0.165,13.735
01-04-20,Social Organic,Campaign_0152,Browser (mobile),New Customer Engagement,4,4,,5,0,0.2,0,0.065,5.504
01-04-20,Social Organic,Campaign_0152,Browser (mobile),Return Customer Engagement,1,1,,2,0,0.08,0.34,0.142,4.588
01-04-20,Social Organic,Campaign_0179,Browser (mobile),New Customer Engagement,3,4,,0,,,,,
01-04-20,Social Organic,Campaign_0181,Browser,New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0181,Browser (mobile),New Customer Engagement,4,5,,0,,,,,
01-04-20,Social Organic,Campaign_0192,Browser,New Customer Engagement,3,3,,0,,,,,
01-04-20,Social Organic,Campaign_0192,Browser,Return Customer Engagement,1,1,,1,0.77,0,0,0.256,1.921
01-04-20,Social Organic,Campaign_0192,Browser (mobile),New Customer Engagement,8,8,,0,,,,,
01-04-20,Social Organic,Campaign_0300,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0332,Browser (mobile),New Customer Engagement,9,19,,4,2.88,1.13,0.5,1.503,
01-04-20,Social Organic,Campaign_0332,Browser (mobile),Return Customer Engagement,4,6,,8,1.35,0.65,2.32,1.442,72.683
01-04-20,Social Organic,Campaign_0337,Browser,New Customer Engagement,2,2,,0,,,,,
01-04-20,Social Organic,Campaign_0337,Browser (mobile),New Customer Engagement,16,24,,2,0.4,0.34,0,0.245,
01-04-20,Social Organic,Campaign_0337,Browser (mobile),Return Customer Engagement,1,2,,1,0,0,0,0,0
01-04-20,Social Organic,Campaign_0353,Browser (mobile),New Customer Engagement,63,66,,8,1.82,1.39,0.12,1.107,
01-04-20,Social Organic,Campaign_0353,Browser (mobile),Return Customer Engagement,3,3,,3,0.02,0.51,0,0.177,16.06
01-04-20,Social Organic,Campaign_0354,Browser (mobile),New Customer Engagement,4,6,,0,,,,,
01-04-20,Social Organic,Campaign_0354,Browser (mobile),Return Customer Engagement,3,4,,8,1.03,0,0,0.344,39.785
01-04-20,Social Organic,Campaign_0368,Browser,New Customer Engagement,3,3,,0,,,,,
01-04-20,Social Organic,Campaign_0368,Browser (mobile),New Customer Engagement,35,36,,0,,,,,
01-04-20,Social Organic,Campaign_0368,Browser (mobile),Return Customer Engagement,2,2,,2,0,0.41,0,0.138,43.295
01-04-20,Social Organic,Campaign_0380,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0380,Browser (mobile),Return Customer Engagement,1,1,,2,0,0,0,0,0
01-04-20,Social Organic,Campaign_0383,Browser,New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0383,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
01-04-20,Social Organic,Campaign_0384,Browser (mobile),New Customer Engagement,3,3,,0,,,,,
01-04-20,Social Organic,Campaign_0384,Browser (mobile),Return Customer Engagement,1,1,,3,0,0.19,0,0.064,6.497
01-04-20,Social Organic,Campaign_0413,Browser (mobile),New Customer Engagement,3,3,,1,0,0.17,0,0.057,7.288
01-04-20,Social Organic,Campaign_0422,Browser,Return Customer Engagement,1,1,,1,0.22,1,0.5,0.572,27.773
01-04-20,Social Organic,Campaign_0422,Browser (mobile),New Customer Engagement,2,2,,1,0,0.05,0,0.017,
01-04-20,Social Organic,Campaign_0422,Browser (mobile),Return Customer Engagement,4,4,,8,0.66,0.71,0.88,0.746,47.663
01-04-20,Social Organic,Campaign_0424,Browser (mobile),New Customer Engagement,9,10,,5,0,0.84,0,0.281,
01-04-20,Social Organic,Campaign_0424,Browser (mobile),Return Customer Engagement,1,3,,2,0,0.16,0,0.052,3.607
01-04-20,Social Organic,Campaign_0441,Browser (mobile),New Customer Engagement,6,7,,1,0,0.39,0,0.131,13.858
01-04-20,Social Organic,Campaign_0446,Browser (mobile),New Customer Engagement,1,3,,1,0.1,0.5,0.39,0.33,11.661
01-04-20,Social Organic,Campaign_0448,Browser (mobile),New Customer Engagement,3,4,,1,0,0,0.67,0.222,6.199
01-04-20,Social Organic,Campaign_0451,Browser,New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0451,Browser (mobile),New Customer Engagement,31,33,,6,3.87,0.92,0,1.595,
01-04-20,Social Organic,Campaign_0451,Browser (mobile),Return Customer Engagement,8,9,,11,4.29,1.74,1.42,2.483,99.952
01-04-20,Social Organic,Campaign_0458,Browser (mobile),Return Customer Engagement,1,1,,2,0.55,0,0,0.183,4.544
01-04-20,Social Organic,Campaign_0465,Browser (mobile),New Customer Engagement,2,4,,4,0,0,0,0,
01-04-20,Social Organic,Campaign_0474,Browser,New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0474,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0483,Browser (mobile),New Customer Engagement,12,18,,8,0,2.23,0.5,0.909,
01-04-20,Social Organic,Campaign_0484,Browser (mobile),New Customer Engagement,2,4,,1,1,0.5,0.5,0.667,
01-04-20,Social Organic,Campaign_0489,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0511,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0526,Browser (mobile),Return Customer Engagement,1,1,,2,0,0.08,0,0.026,1.804
01-04-20,Social Organic,Campaign_0548,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0562,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
01-04-20,Social Organic,Campaign_0652,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0753,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Organic,Campaign_0867,Browser (mobile),New Customer Engagement,5,5,,0,,,,,
01-04-20,Social Organic,Campaign_0867,Browser (mobile),Return Customer Engagement,3,7,,2,0.5,0.35,0.49,0.449,7.238
01-04-20,Social Organic,Campaign_0897,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
01-04-20,Social Paid,Campaign_0024,Browser,New Customer Engagement,3,3,3.22,5,1.98,0.83,0.5,1.104,13.221
01-04-20,Social Paid,Campaign_0024,Browser,Return Customer Engagement,1,1,0.54,1,0.35,0.5,1,0.617,5.094
